#	type	pattern	pilot	spec	freq	dFreq
485	T	A N N N	European Wind Energy Association	2,67	6	5
486	T	N N	frequency response	2,67	6	4
487	T	N N	generator power	2,67	6	3
488	T	A N	major components	2,67	6	5
489	T	N N	Darrieus rotor	2,67	6	3
490	T	N N	boundary conditions	2,67	6	3
491	T	N N N	wind energy research	2,67	6	5
492	T	A	6th	2,67	6	4
493	T	N N	grid voltage	2,67	6	4
494	T	N N	energy target	2,67	6	3
495	T	N N	flow conditions	2,67	6	4
496	T	A N	large rotor	2,67	6	6
497	T	N P A N	Impacts of Wind-Energy Projects	2,67	6	4
498	T	N N	power quality	2,67	6	4
499	T	N N	Turbine geometry	2,67	6	3
500	T	N N	road construction	2,67	6	3
501	T	A N N	sound power level	2,67	6	3
502	T	N P N N	parts of the wind turbine	2,67	6	5
503	T	N N	wind sites	2,67	6	3
503	V[s]	N N N	wind turbine sites	2,74	7	5
504	T	N C N N	operation and maintenance costs	2,67	6	4
505	T	N N	electricity network	2,67	6	3
506	T	N	approx	2,67	6	4
507	T	A	baseline	2,67	114	7
508	T	N	Dec	2,67	6	5
509	T	A	asynchronous	2,67	6	5
510	T	N N	AIAA Paper	2,67	6	3
511	T	A N	horizontal position	2,67	6	3
512	T	A N	aerodynamic noise	2,67	6	3
513	T	N	Aeronautics	2,67	6	4
514	T	N N	Blade material	2,67	6	5
515	T	N N N	wind power capacity	2,67	6	3
516	T	A	accepted	2,67	6	6
517	T	N N	lattice tower	2,67	6	3
518	T	N N N	blade tip speed	2,67	6	3
519	T	N N	system design	2,67	6	5
520	T	N P N	installation of the wind	2,67	6	4
520	V[s]	N N	wind installations	2,37	3	3
521	T	N N	rotor surface	2,67	6	3
522	T	A	inviscid	2,67	12	4
523	T	A	Aeronautical	2,67	6	3
524	T	N N	distribution system	2,67	6	4
525	T	A N	extreme winds	2,67	6	4
526	T	N N	bat species	2,67	6	3
527	T	N N	cross section	2,67	6	4
528	T	N N	project developer	2,67	6	3
529	T	N N	tower shadow	2,67	6	3
530	T	N N	field data	2,67	6	3
531	T	A N	operational data	2,67	6	3
532	T	N N N	wind energy technology	2,67	6	5
533	T	A N	Fluid Dynamics	2,67	6	3
534	T	N N	design process	2,67	6	4
535	T	N N N	wind farm construction	2,67	6	4
536	T	A N N	higher wind speeds	2,67	6	6
537	T	N P N N	height of the Wind Turbine	2,67	6	3
538	T	N N N	Wind Resource Area	2,67	6	3
539	T	A N	related facilities	2,67	6	3
540	T	N N N	wind power generation	2,63	11	7
541	T	A N	electromagnetic fields	2,63	11	3
542	T	N N	turbine sites	2,63	11	5
542	V[g]	N N	Turbine size	2,37	6	3
542	V[s]	N N N	wind turbine sites	2,74	7	5
543	T	N	spreadsheet	2,63	11	4
544	T	N N	power transmission	2,59	5	3
545	T	A N	structural loads	2,59	5	4
546	T	N P A N	Department of Mechanical Engineering	2,59	5	3
547	T	A N	Baseline Study	2,59	10	3
548	T	A N	minimum setback	2,59	5	3
549	T	A N	human hearing	2,59	5	3
550	T	A N	thermal energy	2,59	5	3
551	T	N N	NREL S809	2,59	5	3
552	T	A N	S809 airfoil	2,59	10	4
553	T	A	Musial	2,59	10	3
554	T	A	4th	2,59	5	4
555	T	A	gearless	2,59	5	3
556	T	N P N	source of electricity	2,59	5	4
556	V[s]	A N P N	renewable source of electricity	2,50	4	3
557	T	N N	flow separation	2,59	5	5
558	T	N N	Force vectors	2,59	5	3
559	T	N P N	Density of air	2,59	5	3
559	V[s]	N N	air density	3,34	28	8
560	T	A	Wind-Energy	2,59	10	4
560	V[mg]+	N N	wind energy	4,51	414	32
561	T	N P N	forms of energy	2,59	5	3
562	T	N N	service life	2,59	5	3
563	T	A N	Downwind rotor	2,59	5	3
564	T	N N	power loss	2,59	5	3
565	T	A N	regular maintenance	2,59	5	3
566	T	N P N	blades of a turbine	2,59	5	5
566	V[s]+	N N	turbine blades	3,85	91	16
567	T	N	BOS	2,59	5	3
568	T	N	setup	2,59	5	5
569	T	A	site-specific	2,59	10	4
570	T	N N	pressure drop	2,59	5	3
571	T	N N	drive shaft	2,59	5	3
572	T	A N	operational systems	2,59	5	3
573	T	A	raw	2,59	5	3
574	T	A	simultaneous	2,59	5	4
575	T	A	mass	2,59	5	5
576	T	N N	setback distances	2,59	5	4
577	T	A N N N	American Wind Energy Association	2,59	10	6
578	T	N N	foundation design	2,59	5	3
579	T	A N	experimental data	2,59	10	3
580	T	A	specialized	2,59	5	5
581	T	N P N	power of the turbine	2,59	5	3
581	V[s]+	N N	turbine power	3,38	31	8
582	T	N N	design features	2,59	5	4
583	T	N P N	Department of Commerce	2,59	5	3
584	T	N P N	impact of noise	2,59	5	4
584	V[s]	N N	Noise Impacts	2,80	8	4
585	T	A N	constant speed	2,59	5	5
586	T	A N	mathematical model	2,59	5	3
587	T	N P N	amount of electricity	2,59	5	5
588	T	A N	turbulent wind	2,59	5	5
589	T	A N	Active Control	2,59	5	3
590	T	A	incompressible	2,59	5	3
591	T	N	compaction	2,59	5	4
592	T	N N	rotor axis	2,59	5	3
593	T	A N	experimental results	2,59	5	3
594	T	A N	migratory birds	2,59	5	3
595	T	N P N	type of generator	2,59	5	3
596	T	N N	Impact Study	2,59	5	5
597	T	A N	specific site	2,59	5	3
598	T	N N	speed increases	2,59	5	3
599	T	N P N N	blades of wind turbines	2,59	5	4
600	T	A N	unwanted sound	2,59	5	3
601	T	A N	analytical methods	2,59	5	3
602	T	A N	structural design	2,59	5	5
603	T	N N	pressure system	2,59	5	3
604	T	A N	potential impacts	2,57	62	3
605	T	A	inertial	2,55	9	5
606	T	N N	project site	2,55	9	3
607	T	A N N	renewable energy projects	2,53	13	5
608	T	N	torque	2,52	225	14
609	T	N	configuration	2,50	85	16
610	T	N N N	wind turbine collisions	2,50	4	3
611	T	N	vii	2,50	4	4
612	T	N P N	power of the generator	2,50	4	3
612	V[s]	N N	generator power	2,67	6	3
613	T	N	Sep	2,50	4	4
614	T	N	Oct	2,50	4	3
615	T	N N	power regulation	2,50	4	3
616	T	N N	stall control	2,50	4	3
617	T	N	km2	2,50	4	3
618	T	N N N	wind energy application	2,50	4	3
619	T	N	Lieu	2,50	4	3
620	T	N P N	stage of the project	2,50	4	3
621	T	N N	Peer Review	2,50	4	3
622	T	N P N	direction of the wind	2,50	4	3
622	V[s]	N N	wind direction	3,04	14	7
623	T	N N	Savonius rotor	2,50	8	3
624	T	N N	air pressure	2,50	4	4
625	T	N N	energy calculations	2,50	4	3
626	T	N N	installation costs	2,50	4	3
627	T	N N N	Wind Tunnel Investigation	2,50	4	3
628	T	N N	generator efficiency	2,50	4	3
629	T	N P N	direction of rotation	2,50	4	3
630	T	N N N	wind energy resources	2,50	4	3
631	T	N N N	scale wind turbine	2,50	4	4
632	T	N	kilowatt-hour	2,50	4	3
633	T	N P N	plane of rotation	2,50	4	3
634	T	N P N N	development of a wind farm	2,50	4	3
635	T	N N	migration corridors	2,50	4	3
636	T	A	geometrical	2,50	4	3
637	T	N	fiber	2,50	4	4
638	T	N N	Research Report	2,50	4	3
639	T	N N	turbine areas	2,50	4	3
640	T	N N	soil compaction	2,50	4	3
641	T	N P N	rotation of the blades	2,50	4	4
642	T	N N	turbine diameter	2,50	4	3
643	T	N N	generation facility	2,50	4	3
644	T	N N N	REpower Systems AG	2,50	4	3
645	T	N P N N	construction of wind turbine	2,50	4	3
646	T	A N	environmental conditions	2,50	8	3
647	T	N N	web site	2,50	4	3
648	T	N P N	tip of the blade	2,50	4	3
648	V[s]+	N N	blade tip	3,31	26	10
649	T	N N	Energy Center	2,50	4	3
650	T	N	neighborhoods	2,50	4	4
651	T	N	EXP	2,50	4	3
652	T	A N P N	renewable source of electricity	2,50	4	3
653	T	N N N	wind turbine locations	2,50	4	3
654	T	A N	National Academies	2,50	4	3
655	T	N N	Design Concept	2,50	4	3
656	T	N P N	variability of wind	2,50	4	4
657	T	N	Apr	2,50	4	3
658	T	N P N	capacity of the turbine	2,50	4	4
659	T	N N	turbine availability	2,50	4	3
660	T	A N	monthly basis	2,50	4	3
661	T	N N N N	wind turbine rotor blade	2,50	4	3
662	T	N N	gear box	2,50	4	3
663	T	N N	cost advantage	2,50	4	3
664	T	N N	air mass	2,50	4	3
665	T	N N N	wind turbine development	2,50	4	3
666	T	A N	circular path	2,50	4	3
667	T	A N P N	higher angle of attack	2,50	4	4
668	T	N P N N	range of wind speeds	2,50	4	4
669	T	A N	applicable laws	2,50	4	3
670	T	N N	power demand	2,50	4	3
671	T	A N	current knowledge	2,50	4	3
672	T	N N	fatigue loads	2,50	4	3
673	T	A N	turbulent flow	2,50	4	3
674	T	A N	downwind turbines	2,50	4	3
675	T	N N N	Wind tunnel test	2,50	4	4
676	T	N N	fatigue life	2,50	4	4
677	T	A A N N N	Small Horizontal Axis Wind Turbine	2,50	4	3
678	T	R	Low	2,50	4	3
679	T	A A N	International Electrotechnical Commission	2,50	4	4
680	T	A	behavioural	2,50	8	3
681	T	A N	electrical components	2,50	4	3
682	T	A N	International Expert	2,50	4	3
683	T	A N	total power	2,50	4	4
684	T	A N	Environmental Engineering	2,50	4	3
685	T	N N	rotor aerodynamics	2,50	4	3
686	T	A	needed	2,50	4	3
687	T	N	Nordex	2,50	8	3
688	T	N P N	speed of the generator	2,50	4	3
688	V[s]	N N	generator speed	2,93	11	4
689	T	N N	kW turbines	2,50	4	3
690	T	N	tech	2,50	4	4
691	T	A N	mechanical parts	2,50	4	3
692	T	A N N	ambient noise levels	2,50	4	3
693	T	N N	rotor revolution	2,50	4	3
694	T	N N	maintenance requirements	2,50	4	3
695	T	N N	air stream	2,50	4	4
696	T	N	Abatement	2,50	4	3
697	T	N N	bat mortality	2,50	4	3
698	T	A N	technical challenges	2,50	4	3
699	T	A	finished	2,50	4	3
700	T	N N N	lightning protection system	2,50	4	3
701	T	N N	energy requirements	2,50	4	4
702	T	N N	wind gusts	2,50	4	3
703	T	A N	environmental considerations	2,50	4	4
703	V[g]	A N	Environmental Conservation	2,37	3	3
704	T	R	numerically	2,50	4	3
705	T	N N	power technology	2,50	4	3
705	V[s]	N N N	wind power technology	2,37	3	3
706	T	N	dataset	2,50	4	3
707	T	N N	wind shear	2,50	4	3
708	T	N N P N	power output of the turbine	2,50	4	3
709	T	N N	rotor radius	2,50	4	3
710	T	A	Aeroelastic	2,47	15	3
711	T	N	frequency	2,46	422	20
712	T	N	displacement	2,46	55	6
713	T	A N	CO2 reductions	2,44	7	3
714	T	A	bladed	2,44	7	5
715	T	A	resistive	2,44	7	4
716	T	N N	electricity production	2,44	7	3
717	T	N N	dose-response relationship	2,44	7	3
718	T	N N	sound sources	2,44	7	3
719	T	A N	Environmental Research	2,44	7	3
720	T	A N	Sound Measurement	2,44	7	4
721	T	N N	power plants	2,43	139	14
721	V[s]	N N N	Wind Power Plant	3,76	74	9
722	T	A	Electrotechnical	2,42	10	4
723	T	N	Wisconsin	2,40	45	4
724	T	N	carbon	2,40	70	10
725	T	N	generator	2,37	559	30
726	T	A	spinning	2,37	6	3
727	T	N	archeology	2,37	3	3
728	T	A N	larger machines	2,37	3	3
729	T	N N	transmission networks	2,37	3	3
730	T	N P N	rotation of the turbine	2,37	3	3
731	T	A N	dynamic effects	2,37	3	3
732	T	N P N	force of the wind	2,37	3	3
733	T	A	2-D	2,37	3	3
734	T	N	glass-fibre	2,37	3	3
735	T	N	coordination	2,37	3	3
736	T	A N	average size	2,37	3	3
737	T	A N	cleaner sources	2,37	3	3
738	T	A N	rotational energy	2,37	3	3
739	T	N N	noise issues	2,37	3	3
740	T	N	offsets	2,37	3	3
741	T	N N	energy industry	2,37	3	3
742	T	A N	axial direction	2,37	3	3
743	T	N P N	frequency of the system	2,37	3	3
743	V[s]	N N	system frequency	2,85	9	3
744	T	A N	preliminary design	2,37	3	3
745	T	N N	tower design	2,37	3	3
746	T	N N	design criterion	2,37	3	3
747	T	A N	advanced control	2,37	3	3
748	T	N	byproduct	2,37	3	3
749	T	A N	acoustic noise	2,37	3	3
750	T	N P N N	systems of wind turbines	2,37	3	3
751	T	N N	Turbine size	2,37	6	3
752	T	A N	detailed comparison	2,37	3	3
753	T	N N	analysis results	2,37	3	3
754	T	A N	aerodynamic brakes	2,37	3	3
755	T	N P N	regions of the world	2,37	3	3
756	T	N N	suction side	2,37	3	3
757	T	N N	wind installations	2,37	3	3
758	T	N	Mech	2,37	3	3
759	T	N	downtime	2,37	3	3
760	T	A N N	renewable energy generation	2,37	3	3
761	T	N N	voltage drop	2,37	3	3
762	T	N P N N	cube of the wind speed	2,37	3	3
763	T	N N	Industry Association	2,37	3	3
764	T	A N	potential sources	2,37	3	3
765	T	N N	hub designs	2,37	3	3
766	T	N N	Wind field	2,37	3	3
767	T	A N	active stall	2,37	3	3
768	T	A N	municipal council	2,37	3	3
769	T	N P N	security of supplies	2,37	3	3
770	T	A N	Future turbines	2,37	3	3
771	T	A	Multibrid	2,37	12	3
772	T	N	dam	2,37	3	3
773	T	A N A N	permanent magnet synchronous generator	2,37	3	3
774	T	N N	cost effectiveness	2,37	3	3
775	T	A N	conservative approach	2,37	3	3
776	T	N	Manwell	2,37	3	3
777	T	N N	roller bearings	2,37	3	3
778	T	A N	RESPONSIBLE PERSON	2,37	3	3
779	T	N	ISBN	2,37	3	3
780	T	N	Cotrell	2,37	3	3
781	T	A	prescribed	2,37	3	3
782	T	N N	grid frequency	2,37	3	3
783	T	A N N	modern wind farms	2,37	3	3
784	T	N N	inflow conditions	2,37	3	3
785	T	A N	mechanical stress	2,37	3	3
786	T	A N	onshore technology	2,37	3	3
787	T	N P N	top of the foundation	2,37	3	3
788	T	N N	energy equation	2,37	3	3
789	T	N P N N	function of wind speed	2,37	3	3
790	T	N N N	drive WIND TURBINE	2,37	3	3
791	T	N P N	nature of wind	2,37	3	3
792	T	A N	operational life	2,37	3	3
793	T	N N	pressure difference	2,37	3	3
794	T	A	Lee	2,37	3	3
795	T	A N	special reference	2,37	3	3
796	T	N P N N	Analysis of Wind Energy	2,37	3	3
797	T	N N	input data	2,37	3	3
798	T	N N	wind vane	2,37	3	3
799	T	A N N	high frequency components	2,37	6	3
800	T	N P N N	location of the wind turbines	2,37	3	3
801	T	A N	electrical output	2,37	3	3
802	T	A N	Environmental Conservation	2,37	3	3
803	T	N P N N	placement of wind turbines	2,37	3	3
804	T	A N	individual components	2,37	3	3
805	T	N P N	flow of wind	2,37	3	3
805	V[s]+	N N	wind flow	2,89	10	5
806	T	N P N	speed of the blade	2,37	3	3
807	T	N N N N	Wind Turbine Generator Systems	2,37	3	3
808	T	A N	current study	2,37	3	3
809	T	N P N N	curve of a wind turbine	2,37	3	3
810	T	N N N	power generation facilities	2,37	3	3
811	T	R	aerodynamically	2,37	3	3
812	T	N N	rotor rotation	2,37	3	3
813	T	A N	annual electricity	2,37	3	3
814	T	N N N	wind power technology	2,37	3	3
815	T	A N	Aerodynamic Characteristics	2,37	3	3
816	T	A N	scientific data	2,37	3	3
817	T	A N	strong focus	2,37	3	3
818	T	N P N	Department of Defense	2,37	3	3
819	T	N N P N	power curve of a wind	2,37	3	3
820	T	A N	long-term basis	2,37	3	3
821	T	A N	nearby residents	2,37	3	3
822	T	N P N	parts of the wind	2,37	9	5
823	T	N	Micro	2,37	3	3
824	T	A N N	grid-connected wind turbine	2,37	3	3
825	T	A N N N	Offshore wind turbine technology	2,37	3	3
826	T	N N	model predictions	2,37	3	3
827	T	A N	GENTLE BREEZE	2,37	3	3
828	T	N	pinions	2,37	3	3
829	T	A N N N	Small scale wind turbines	2,37	3	3
830	T	N P N N	variation of wind speed	2,37	3	3
831	T	A	Weibull	2,37	6	3
832	T	A	offshore	2,36	440	12
833	T	N	mitigation	2,36	100	4
834	T	N	Center	2,36	73	20
835	T	N N	Impact Assessment	2,36	58	4
835	V[s]	A N N	Environmental Impact Assessment	2,01	26	3
836	T	N	node	2,34	36	3
837	T	N	license	2,33	55	7
838	T	A	onshore	2,33	65	8
839	T	A N	electric generation	2,32	8	3
839	V[s]	N N	electricity generation	2,04	21	6
840	T	N	methodology	2,32	85	12
841	T	N	diameter	2,32	111	24
842	T	N	gearbox	2,31	78	16
842	V[m]	N N	gear box	2,50	4	3
843	T	N	wetlands	2,31	44	5
844	T	N	vibration	2,30	136	9
845	T	N	simulation	2,29	88	14
846	T	N N	blade span	2,29	5	3
847	T	N N N	Cut-out wind speed	2,29	5	3
848	T	A N	baseline information	2,29	5	3
849	T	A	Unsteady	2,28	27	6
850	T	A	nominal	2,28	29	13
851	T	N N	power output	2,26	56	15
851	V[s]	N N N	turbine power output	2,74	7	4
851	V[s]	N N P N	power output of the turbine	2,50	4	3
852	T	N	Licensee	2,25	75	3
853	T	A	downwind	2,23	39	6
854	T	A	hourly	2,23	28	4
855	T	N	bats	2,22	143	4
856	T	A	stationary	2,21	25	9
857	T	A	audible	2,20	32	5
858	T	N P N	side of the transformer	2,20	4	3
859	T	N N N	wind turbine model	2,20	4	3
860	T	A N N	renewable energy resources	2,20	4	3
861	T	A N	Fluid Mechanics	2,20	4	3
862	T	N	flux	2,20	32	7
863	T	N N	EIA process	2,20	4	3
864	T	A	variable	2,19	162	17
865	T	A N	environmental impacts	2,18	75	11
866	T	N	percent	2,17	49	7
867	T	N	template	2,15	43	3
868	T	N	windmill	2,15	48	10
869	T	N N	property owners	2,13	26	4
870	T	N	radius	2,10	59	12
871	T	N	APPENDIX	2,09	58	7
872	T	A	SMALL-SCALE	2,08	80	5
873	T	N	equation	2,08	242	17
874	T	N	program	2,07	175	19
875	T	N	grid	2,04	315	25
876	T	N N	electricity generation	2,04	21	6
877	T	N	matrix	2,03	19	4
878	T	A N	fossil fuels	2,03	31	13
879	T	N	inflow	2,02	39	5
880	T	A N	visual impact	2,02	16	5
881	T	N	energy	2,02	1432	38
882	T	N	habitat	2,01	307	6
883	T	A	geographic	2,01	17	4
884	T	A N N	Environmental Impact Assessment	2,01	26	3
885	T	N	parameters	2,01	79	18
886	T	A N	natural gas	2,01	31	5
887	T	A	visual	2,00	57	11
888	T	A	passive	1,98	29	5
889	T	A N	significant effect	1,98	35	4
890	T	N N	power generation	1,97	39	16
890	V[s]	N N N	wind power generation	2,63	11	7
891	T	N	composites	1,96	14	4
892	T	N	gas	1,96	125	12
893	T	N	drag	1,95	75	7
894	T	N	meters	1,95	77	15
895	T	N N	protection system	1,95	19	8
895	V[s]	N N N	lightning protection system	2,50	4	3
896	T	N	migration	1,94	52	5
897	T	N	sun	1,93	14	7
898	T	N	vicinity	1,92	40	9
899	T	N	stakeholders	1,92	20	4
900	T	N	diagram	1,92	22	9
901	T	N N	maintenance costs	1,92	25	5
902	T	N N	Energy Efficiency	1,90	11	5
903	T	N	NASA	1,90	20	6
904	T	N	megawatts	1,90	15	12
905	T	N	accordance	1,89	45	14
906	T	N	sin	1,88	62	5
907	T	N N	greenhouse gas	1,88	23	4
907	V[s]	N N N	greenhouse gas emissions	2,89	10	4
908	T	N N	noise levels	1,88	38	7
908	V[s]	A N N	ambient noise levels	2,50	4	3
909	T	N	estimation	1,87	15	6
910	T	N	summary	1,87	58	16
911	T	N	Ontario	1,87	29	3
912	T	N N	climate change	1,87	28	8
912	V[s]	A N N	global climate change	2,80	8	3
913	T	N	data	1,86	37	14
914	T	A N	human health	1,86	12	4
915	T	A	transient	1,86	12	6
916	T	N N	access roads	1,86	32	4
917	T	N N	construction activities	1,86	10	3
918	T	N	turbulence	1,86	49	15
919	T	A	Biological	1,85	19	5
920	T	N N	control system	1,85	44	7
921	T	N	topography	1,85	17	7
922	T	N	measurements	1,85	99	17
923	T	A N	adverse effects	1,84	60	5
924	T	A	actual	1,84	60	25
925	T	N N	capital cost	1,84	26	4
926	T	N	load	1,83	160	23
927	T	N	hypothesis	1,83	28	3
928	T	N N	generation capacity	1,83	11	3
929	T	N	scaling	1,82	10	5
930	T	N	tower	1,82	502	27
931	T	A	applicable	1,81	49	11
932	T	N	noise	1,81	483	19
933	T	N	evaluation	1,80	58	16
934	T	A N	shallow water	1,80	15	5
935	T	N	leakage	1,78	23	5
936	T	N	contour	1,78	13	5
937	T	A	proportional	1,77	12	9
938	T	A	constant	1,76	101	21
939	T	N	mortality	1,76	67	5
940	T	A	conventional	1,75	49	13
941	T	A	state-of-the-art	1,75	14	4
942	T	A	yearly	1,74	11	4
943	T	N	curve	1,74	89	20
944	T	A N	adverse impacts	1,74	13	4
945	T	N	tip	1,74	106	18
946	T	N	components	1,73	243	30
947	T	A	Federal	1,73	39	10
948	T	N P N	Department of Energy	1,72	14	7
949	T	N	vegetation	1,72	32	6
950	T	A	elastic	1,72	10	4
951	T	A	continuous	1,72	26	12
952	T	N	Butterfield	1,72	10	4
953	T	A	integrated	1,72	20	9
954	T	N	reliability	1,72	49	13
955	T	N	erection	1,71	15	6
956	T	N	characteristics	1,71	145	21
957	T	N	approximation	1,71	9	4
958	T	N	thrust	1,71	74	4
959	T	A	large-scale	1,70	40	12
960	T	N	modification	1,70	47	12
961	T	N	graph	1,70	20	8
962	T	N	stall	1,69	149	14
963	T	A N	electrical system	1,69	8	5
964	T	A N	negative effects	1,68	15	4
965	T	N	maps	1,68	75	7
966	T	N N	wind blows	1,68	6	4
967	T	N P N	phase of the project	1,68	6	4
968	T	A	legislative	1,68	9	3
969	T	N	species	1,68	211	5
970	T	N	degradation	1,67	20	5
971	T	N	data	1,67	404	32
972	T	N	storage	1,65	94	11
973	T	N N	ground level	1,64	11	6
974	T	A N	heavy equipment	1,64	6	3
975	T	N N	Construction Costs	1,64	6	4
976	T	A	on-site	1,64	6	5
977	T	A	auxiliary	1,64	13	6
978	T	N	stiffness	1,63	9	3
979	T	A N	negative impact	1,62	12	3
980	T	N	wiring	1,61	20	4
981	T	N	sound	1,61	643	11
982	T	A	operational	1,61	68	17
983	T	N	controller	1,60	94	11
984	T	N N	land area	1,60	5	4
985	T	N N	text books	1,60	5	3
986	T	R	thereof	1,60	13	6
987	T	N	correlation	1,60	15	5
988	T	N	compliance	1,59	30	9
989	T	A	electronic	1,59	49	17
989	V[g]	N	electronics	1,04	30	9
990	T	N	coil	1,58	12	4
991	T	N N	States government	1,58	11	4
992	T	N	assessment	1,58	300	17
993	T	N	maintenance	1,58	154	26
994	T	N	night-time	1,57	7	3
995	T	A	anticipated	1,57	7	5
996	T	N	analysis	1,57	258	28
997	T	A	low	1,57	457	35
998	T	A N N	Environmental Protection Agency	1,57	12	5
999	T	N N	test results	1,57	6	4
1000	T	A	Advisory	1,57	6	4
1001	T	A N	public health	1,57	42	6
1002	T	A N	highest pressure	1,56	5	4
1003	T	N	input	1,55	125	17
1004	T	N	electricity	1,55	294	26
1005	T	N	interaction	1,55	32	13
1006	T	N	initiation	1,55	7	3
1007	T	A	integral	1,55	14	8
1008	T	N	feasibility	1,55	14	8
1009	T	N	species	1,53	82	4
1010	T	N	fluid	1,53	53	9
1011	T	A	sustainable	1,53	41	10
1012	T	N	shaft	1,53	93	16
1013	T	N	installation	1,52	174	26
1014	T	R	upstream	1,52	12	3
1015	T	N	cylinders	1,52	28	4
1016	T	N	collision	1,51	87	5
1017	T	N	fatalities	1,51	34	5
1018	T	N	Cluster	1,51	26	4
1019	T	A	Swedish	1,51	14	3
1020	T	A	uninterrupted	1,51	4	3
1021	T	A	physical	1,51	93	15
1022	T	N	battery	1,50	73	8
1023	T	N	orientation	1,50	17	9
1024	T	N	calculation	1,50	111	23
1025	T	A	specific	1,50	90	24
1026	T	N	wire	1,50	88	10
1027	T	A	additional	1,50	86	24
1028	T	N	layer	1,50	55	10
1029	T	N	availability	1,50	51	18
1030	T	A	calculated	1,50	7	6
1031	T	A	evolutionary	1,49	5	3
1032	T	N N	research studies	1,49	5	3
1033	T	A	indicative	1,49	21	6
1034	T	N N	distribution network	1,49	8	4
1035	T	N	Sea	1,49	84	9
1036	T	A	static	1,49	38	12
1037	T	N	brake	1,48	60	10
1038	T	N	superstructure	1,48	6	3
1039	T	A N	higher wind	1,48	19	13
1040	T	N	breaker	1,48	16	3
1041	T	N	impacts	1,47	567	21
1042	T	N	thesis	1,47	31	6
1043	T	A	predominant	1,47	4	4
1044	T	A	measurable	1,47	4	3
1045	T	A	enlarged	1,47	4	4
1046	T	A	maximum	1,46	147	27
1047	T	N	duration	1,46	29	12
1048	T	A	negligible	1,46	15	7
1049	T	A N	American Society	1,46	5	3
1050	T	N P N	state of the art	1,46	6	5
1051	T	N	permit	1,45	38	8
1052	T	N	construction	1,45	292	23
1053	T	N N	sea level	1,44	12	3
1054	T	N	top	1,43	40	18
1055	T	N	disturbance	1,43	66	9
1056	T	N	thickness	1,43	6	4
1057	T	A N	sustainable development	1,43	9	3
1058	T	A N	main objective	1,43	8	6
1059	T	N	cooperation	1,43	10	3
1060	T	N	synthesis	1,43	4	4
1061	T	A	high-speed	1,43	8	4
1061	V[mg]	A N	higher speed	0,94	7	7
